customer_id,credit_score,credit_score_bins,churn,churn_num,country,gender,age,age_bins,tenure,tenure_bins,balance_owed,number_of_products,credit_card,active_member,salary
15624995,714,Good,No,0,Spain,Female,31,30-40 Years Old,6,5+ Years,"$152,926.60",1,Yes,Yes,"$50,899.91"
15570087,664,Fair,Yes,1,France,Female,44,40-50 Years Old,8,5+ Years,"$142,989.69",1,Yes,Yes,"$115,452.51"
15802617,697,Good,No,0,Germany,Male,43,40-50 Years Old,7,5+ Years,"$115,371.94",2,Yes,No,"$64,139.10"
15656029,609,Fair,No,0,France,Male,37,30-40 Years Old,6,5+ Years,$0.00,2,No,Yes,"$22,030.72"
15739194,548,Poor,No,0,Spain,Male,38,30-40 Years Old,0,0-1 Year,"$178,056.54",2,Yes,No,"$38,434.73"
15607275,850,Excellent,Yes,1,Spain,Male,39,30-40 Years Old,6,5+ Years,"$206,014.94",2,No,Yes,"$42,774.84"
15629475,656,Fair,No,0,France,Male,41,40-50 Years Old,2,1-3 Years,$0.00,2,Yes,No,"$158,973.77"
15635034,727,Good,Yes,1,Germany,Male,37,30-40 Years Old,9,5+ Years,"$101,191.83",1,Yes,Yes,"$34,551.35"
15756333,642,Fair,No,0,France,Female,55,50-60 Years Old,7,5+ Years,$0.00,2,Yes,Yes,"$101,515.76"
15777436,710,Good,No,0,Spain,Female,31,30-40 Years Old,5,3-5 Years,$0.00,2,Yes,No,"$9,561.73"
15676835,710,Good,No,0,Spain,Male,33,30-40 Years Old,1,0-1 Year,$0.00,2,Yes,No,"$168,313.17"
15574206,718,Good,No,0,France,Female,37,30-40 Years Old,7,5+ Years,$0.00,2,Yes,Yes,"$55,100.09"
15613017,586,Fair,No,0,Germany,Male,32,30-40 Years Old,1,0-1 Year,"$149,814.54",1,Yes,No,"$31,830.06"
15815131,617,Fair,No,0,Spain,Female,36,30-40 Years Old,7,5+ Years,"$115,617.24",1,Yes,Yes,"$71,519.40"
15585455,630,Fair,No,0,France,Male,28,20-30 Years Old,9,5+ Years,$0.00,2,No,No,"$32,599.35"
15692929,791,Very Good,Yes,1,Germany,Female,42,40-50 Years Old,10,5+ Years,"$113,657.41",2,No,Yes,"$139,946.68"
15758081,673,Good,No,0,Spain,Male,39,30-40 Years Old,8,5+ Years,"$138,160.00",1,Yes,Yes,"$110,468.51"
15667476,477,Poor,No,0,Germany,Female,36,30-40 Years Old,3,1-3 Years,"$117,700.86",1,No,No,"$74,042.00"
15738248,662,Fair,No,0,France,Female,37,30-40 Years Old,5,3-5 Years,$0.00,2,Yes,No,"$151,871.84"
15672152,850,Excellent,Yes,1,Germany,Male,37,30-40 Years Old,9,5+ Years,"$122,506.38",1,No,Yes,"$199,693.84"
15673372,635,Fair,Yes,1,France,Female,58,50-60 Years Old,1,0-1 Year,$0.00,1,Yes,Yes,"$58,907.08"
15587611,537,Poor,Yes,1,France,Male,59,50-60 Years Old,9,5+ Years,$0.00,2,No,No,"$103,799.77"
15803415,579,Poor,No,0,France,Female,39,30-40 Years Old,3,1-3 Years,"$166,501.17",2,Yes,No,"$93,835.64"
15715673,651,Fair,Yes,1,Spain,Female,46,40-50 Years Old,4,3-5 Years,"$89,743.05",1,Yes,No,"$156,425.57"
15655648,610,Fair,No,0,France,Female,25,20-30 Years Old,2,1-3 Years,$0.00,2,Yes,No,"$123,723.83"
15763613,581,Fair,No,0,France,Male,30,20-30 Years Old,1,0-1 Year,$0.00,2,Yes,No,"$199,464.08"
15660385,592,Fair,No,0,France,Male,39,30-40 Years Old,7,5+ Years,$0.00,2,Yes,No,"$83,084.33"
15733261,688,Good,Yes,1,Spain,Female,35,30-40 Years Old,6,5+ Years,$0.00,1,Yes,No,"$25,488.43"
15796231,681,Good,No,0,France,Female,18,0-20 Years Old,1,0-1 Year,"$98,894.39",1,Yes,Yes,"$9,596.40"
15624866,658,Fair,No,0,Germany,Male,37,30-40 Years Old,3,1-3 Years,"$168,735.74",2,No,No,"$70,370.24"
15623730,792,Very Good,No,0,France,Male,34,30-40 Years Old,1,0-1 Year,$0.00,1,No,Yes,"$86,330.32"
15668248,528,Poor,Yes,1,Germany,Female,62,60+ Years Old,7,5+ Years,"$133,201.17",1,No,No,"$168,507.68"
15694518,624,Fair,No,0,Spain,Female,36,30-40 Years Old,0,0-1 Year,$0.00,2,Yes,No,"$111,605.90"
15638028,562,Poor,No,0,Germany,Male,31,30-40 Years Old,4,3-5 Years,"$127,237.25",2,No,Yes,"$143,317.42"
15795895,678,Good,No,0,Germany,Male,36,30-40 Years Old,1,0-1 Year,"$117,864.85",2,Yes,No,"$27,619.06"
15694376,705,Good,Yes,1,Germany,Female,64,60+ Years Old,3,1-3 Years,"$153,469.26",3,No,No,"$146,573.66"
15669204,650,Fair,No,0,Germany,Male,23,20-30 Years Old,4,3-5 Years,"$93,911.30",2,Yes,No,"$69,055.45"
15773779,593,Fair,No,0,Spain,Female,46,40-50 Years Old,2,1-3 Years,"$76,597.79",1,Yes,Yes,"$54,453.72"
15580682,652,Fair,No,0,France,Female,40,30-40 Years Old,4,3-5 Years,"$79,927.36",2,Yes,Yes,"$33,524.60"
15768530,554,Poor,No,0,Spain,Female,27,20-30 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$135,083.73"
15672875,584,Fair,No,0,Germany,Male,32,30-40 Years Old,8,5+ Years,"$40,172.91",1,Yes,Yes,"$137,439.34"
15617082,516,Poor,No,0,France,Male,33,30-40 Years Old,7,5+ Years,"$115,195.58",1,Yes,Yes,"$11,205.50"
15760514,789,Very Good,No,0,Germany,Female,43,40-50 Years Old,9,5+ Years,"$116,644.29",2,Yes,Yes,"$60,176.10"
15761775,598,Fair,No,0,Germany,Male,20,0-20 Years Old,8,5+ Years,"$180,293.84",2,Yes,Yes,"$29,552.70"
15799964,669,Fair,No,0,Germany,Female,30,20-30 Years Old,7,5+ Years,"$139,872.81",1,Yes,No,"$188,795.85"
15693906,645,Fair,No,0,France,Female,24,20-30 Years Old,3,1-3 Years,"$34,547.82",1,Yes,Yes,"$11,638.17"
15739514,659,Fair,No,0,France,Female,32,30-40 Years Old,9,5+ Years,$0.00,2,Yes,Yes,"$93,155.75"
15756926,833,Excellent,No,0,Germany,Male,29,20-30 Years Old,1,0-1 Year,"$96,462.25",2,No,Yes,"$48,986.18"
15770984,697,Good,No,0,Spain,Female,40,30-40 Years Old,7,5+ Years,"$130,334.35",2,No,Yes,"$116,951.10"
15703979,580,Fair,No,0,Germany,Male,39,30-40 Years Old,3,1-3 Years,"$119,688.81",1,Yes,No,"$137,041.26"
15801821,691,Good,No,0,France,Male,38,30-40 Years Old,1,0-1 Year,$0.00,2,No,No,"$44,653.50"
15711028,534,Poor,Yes,1,France,Male,52,50-60 Years Old,1,0-1 Year,$0.00,3,Yes,Yes,"$104,035.41"
15791842,478,Poor,No,0,France,Female,32,30-40 Years Old,6,5+ Years,"$71,187.24",1,Yes,Yes,"$110,593.62"
15746127,572,Poor,No,0,France,Female,47,40-50 Years Old,2,1-3 Years,$0.00,2,Yes,No,"$36,099.70"
15663625,501,Poor,No,0,France,Male,37,30-40 Years Old,4,3-5 Years,$0.00,2,No,No,"$12,470.30"
15604891,624,Fair,No,0,Spain,Female,38,30-40 Years Old,8,5+ Years,$0.00,2,Yes,No,"$95,403.41"
15589666,595,Fair,No,0,France,Female,39,30-40 Years Old,9,5+ Years,"$136,422.41",1,Yes,Yes,"$151,757.81"
15627881,603,Fair,No,0,France,Male,30,20-30 Years Old,8,5+ Years,$0.00,2,Yes,Yes,"$47,536.46"
15664895,602,Fair,No,0,France,Female,25,20-30 Years Old,0,0-1 Year,$0.00,2,Yes,Yes,"$101,274.17"
15676094,500,Poor,No,0,France,Female,34,30-40 Years Old,6,5+ Years,$0.00,1,Yes,Yes,"$140,268.45"
15761720,422,Poor,No,0,France,Male,41,40-50 Years Old,6,5+ Years,"$153,238.88",1,Yes,No,"$11,663.09"
15611961,615,Fair,No,0,France,Male,35,30-40 Years Old,7,5+ Years,$0.00,2,Yes,No,"$150,784.29"
15680167,635,Fair,No,0,France,Female,78,60+ Years Old,6,5+ Years,"$47,536.40",1,Yes,Yes,"$119,400.08"
15762543,711,Good,No,0,France,Female,32,30-40 Years Old,1,0-1 Year,$0.00,2,Yes,No,"$126,188.42"
15658475,834,Excellent,Yes,1,France,Male,36,30-40 Years Old,8,5+ Years,"$142,882.49",1,Yes,No,"$89,983.02"
15779743,633,Fair,No,0,France,Female,44,40-50 Years Old,7,5+ Years,$0.00,2,Yes,No,"$29,761.29"
15661532,650,Fair,No,0,France,Female,31,30-40 Years Old,1,0-1 Year,"$160,566.11",2,No,No,"$27,073.81"
15782360,743,Very Good,Yes,1,Germany,Male,65,60+ Years Old,2,1-3 Years,"$131,935.51",1,Yes,Yes,"$96,399.67"
15767908,567,Poor,No,0,France,Male,38,30-40 Years Old,6,5+ Years,"$127,678.80",2,No,No,"$45,422.89"
15677105,706,Good,Yes,1,Germany,Female,46,40-50 Years Old,4,3-5 Years,"$105,214.58",1,Yes,No,"$108,699.59"
15641474,638,Fair,No,0,France,Male,46,40-50 Years Old,9,5+ Years,"$139,859.54",1,Yes,No,"$38,967.29"
15624451,641,Fair,No,0,France,Female,38,30-40 Years Old,3,1-3 Years,$0.00,2,Yes,No,"$116,466.19"
15577985,574,Poor,No,0,France,Female,34,30-40 Years Old,5,3-5 Years,"$112,324.45",2,Yes,Yes,"$17,993.43"
15571666,642,Fair,No,0,Germany,Male,30,20-30 Years Old,8,5+ Years,"$134,497.27",1,No,No,"$43,250.54"
15783691,722,Good,No,0,Spain,Female,35,30-40 Years Old,1,0-1 Year,"$120,171.58",1,Yes,No,"$125,240.80"
15671172,623,Fair,No,0,France,Male,23,20-30 Years Old,1,0-1 Year,"$106,012.20",2,No,Yes,"$191,415.94"
15731760,681,Good,No,0,France,Male,25,20-30 Years Old,5,3-5 Years,$0.00,1,No,Yes,"$90,860.97"
15585599,530,Poor,No,0,France,Female,34,30-40 Years Old,8,5+ Years,$0.00,2,No,Yes,"$141,872.52"
15784958,797,Very Good,Yes,1,France,Female,55,50-60 Years Old,10,5+ Years,$0.00,4,Yes,Yes,"$49,418.87"
15734524,653,Fair,Yes,1,France,Male,51,50-60 Years Old,3,1-3 Years,$0.00,1,Yes,No,"$170,426.65"
15614103,850,Excellent,Yes,1,Germany,Male,42,40-50 Years Old,8,5+ Years,"$119,839.69",1,No,Yes,"$51,016.02"
15794895,581,Fair,No,0,Spain,Male,34,30-40 Years Old,1,0-1 Year,$0.00,2,No,Yes,"$81,175.25"
15772381,589,Fair,No,0,Germany,Male,38,30-40 Years Old,8,5+ Years,"$92,219.21",1,Yes,No,"$99,106.97"
15710553,555,Poor,No,0,Germany,Male,48,40-50 Years Old,3,1-3 Years,"$142,055.41",2,No,Yes,"$79,134.78"
15649292,748,Very Good,Yes,1,France,Female,49,40-50 Years Old,7,5+ Years,"$29,602.08",1,No,No,"$163,550.58"
15792565,745,Very Good,No,0,France,Female,46,40-50 Years Old,7,5+ Years,$0.00,2,Yes,Yes,"$67,769.94"
15718245,730,Good,No,0,France,Male,34,30-40 Years Old,1,0-1 Year,$0.00,2,Yes,Yes,"$126,592.01"
15703117,565,Poor,No,0,France,Female,44,40-50 Years Old,1,0-1 Year,$0.00,2,No,Yes,"$89,602.81"
15758136,778,Very Good,No,0,France,Male,37,30-40 Years Old,3,1-3 Years,"$141,803.77",1,No,Yes,"$179,421.84"
15799932,812,Excellent,No,0,France,Male,24,20-30 Years Old,10,5+ Years,$0.00,2,Yes,Yes,"$156,906.15"
15633516,526,Poor,No,0,France,Male,42,40-50 Years Old,1,0-1 Year,$0.00,1,No,Yes,"$168,486.02"
15622532,708,Good,Yes,1,France,Female,47,40-50 Years Old,0,0-1 Year,"$126,589.12",2,No,Yes,"$132,730.07"
15798960,680,Good,No,0,France,Male,33,30-40 Years Old,2,1-3 Years,"$108,393.35",1,No,Yes,"$39,057.67"
15698664,567,Poor,No,0,Spain,Male,43,40-50 Years Old,2,1-3 Years,"$115,643.58",2,No,No,"$174,606.35"
15703614,564,Poor,No,0,Spain,Male,48,40-50 Years Old,5,3-5 Years,"$132,876.23",1,Yes,No,"$79,259.77"
15699195,709,Good,No,0,France,Female,24,20-30 Years Old,3,1-3 Years,"$110,949.41",1,Yes,Yes,"$168,515.61"
15710543,629,Fair,Yes,1,France,Male,46,40-50 Years Old,1,0-1 Year,"$130,666.20",1,Yes,Yes,"$161,125.67"
15695499,510,Poor,No,0,France,Female,45,40-50 Years Old,10,5+ Years,"$103,821.47",2,No,Yes,"$77,878.62"
15622321,506,Poor,No,0,France,Female,32,30-40 Years Old,3,1-3 Years,$0.00,1,Yes,Yes,"$80,823.02"
15715744,605,Fair,No,0,France,Male,39,30-40 Years Old,7,5+ Years,$0.00,1,No,Yes,"$119,348.28"
15788151,650,Fair,No,0,Spain,Male,32,30-40 Years Old,1,0-1 Year,"$132,187.73",2,Yes,Yes,"$178,331.36"
15687153,850,Excellent,Yes,1,Germany,Male,49,40-50 Years Old,8,5+ Years,"$98,649.55",1,Yes,No,"$119,174.88"
15684958,489,Poor,No,0,Germany,Male,38,30-40 Years Old,2,1-3 Years,"$126,444.08",2,Yes,Yes,"$82,662.73"
15706116,659,Fair,No,0,Germany,Female,30,20-30 Years Old,8,5+ Years,"$154,159.51",1,Yes,No,"$40,441.10"
15740557,753,Very Good,No,0,France,Female,43,40-50 Years Old,5,3-5 Years,$0.00,2,Yes,No,"$109,881.71"
15707291,477,Poor,No,0,Germany,Male,48,40-50 Years Old,8,5+ Years,"$129,250.00",2,Yes,Yes,"$157,937.35"
15583353,610,Fair,Yes,1,Spain,Female,45,40-50 Years Old,3,1-3 Years,$0.00,1,Yes,No,"$38,276.84"
15761024,619,Fair,No,0,France,Female,33,30-40 Years Old,2,1-3 Years,"$167,733.51",2,Yes,Yes,"$65,222.48"
15630709,619,Fair,No,0,Germany,Female,31,30-40 Years Old,2,1-3 Years,"$56,116.30",2,No,No,"$2,181.94"
15639590,758,Very Good,No,0,France,Female,30,20-30 Years Old,3,1-3 Years,"$141,581.08",1,Yes,No,"$156,249.06"
15659399,516,Poor,No,0,Germany,Male,50,40-50 Years Old,7,5+ Years,"$139,675.07",2,Yes,No,"$45,591.23"
15567078,789,Very Good,No,0,France,Female,27,20-30 Years Old,8,5+ Years,"$66,201.96",1,Yes,Yes,"$79,458.12"
15696373,687,Good,Yes,1,France,Female,44,40-50 Years Old,9,5+ Years,$0.00,2,No,No,"$103,042.20"
15786617,485,Poor,No,0,Germany,Male,34,30-40 Years Old,3,1-3 Years,"$133,658.24",1,Yes,No,"$70,209.83"
15657449,446,Poor,No,0,Germany,Male,25,20-30 Years Old,3,1-3 Years,"$136,202.78",1,Yes,No,"$176,743.51"
15672594,597,Fair,Yes,1,France,Female,60,50-60 Years Old,0,0-1 Year,"$131,778.08",1,No,No,"$10,703.53"
15714240,712,Good,No,0,Spain,Male,74,60+ Years Old,5,3-5 Years,$0.00,2,No,No,"$151,425.82"
15782144,522,Poor,No,0,France,Female,34,30-40 Years Old,3,1-3 Years,$0.00,2,Yes,Yes,"$3,894.34"
15665008,805,Excellent,No,0,Germany,Female,26,20-30 Years Old,8,5+ Years,"$42,712.87",2,Yes,Yes,"$28,861.69"
15581733,781,Very Good,No,0,France,Female,28,20-30 Years Old,4,3-5 Years,$0.00,2,Yes,No,"$177,703.15"
15751392,689,Good,Yes,1,Spain,Female,57,50-60 Years Old,4,3-5 Years,$0.00,2,Yes,No,"$136,649.80"
15785815,670,Good,No,0,Germany,Male,31,30-40 Years Old,1,0-1 Year,"$142,631.54",2,Yes,Yes,"$175,894.24"
15664214,670,Good,No,0,France,Male,33,30-40 Years Old,2,1-3 Years,"$141,204.65",2,Yes,No,"$76,257.46"
15579996,524,Poor,No,0,Germany,Female,25,20-30 Years Old,7,5+ Years,"$131,402.21",1,No,No,"$193,668.49"
15675252,734,Good,No,0,Spain,Female,39,30-40 Years Old,3,1-3 Years,"$92,636.96",2,Yes,Yes,"$125,671.29"
15579617,489,Poor,Yes,1,France,Female,51,50-60 Years Old,3,1-3 Years,$0.00,2,No,Yes,"$174,098.28"
15593976,578,Poor,Yes,1,Germany,Female,31,30-40 Years Old,5,3-5 Years,"$102,088.68",4,No,No,"$187,866.21"
15716041,622,Fair,No,0,Spain,Male,39,30-40 Years Old,9,5+ Years,$0.00,2,No,Yes,"$100,862.36"
15654489,843,Excellent,No,0,France,Female,38,30-40 Years Old,8,5+ Years,"$134,887.53",1,Yes,Yes,"$10,804.04"
15736302,687,Good,No,0,France,Male,48,40-50 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$170,893.85"
15805909,700,Good,No,0,Spain,Male,28,20-30 Years Old,8,5+ Years,"$159,900.38",1,No,No,"$22,698.56"
15572762,410,Poor,No,0,Germany,Female,50,40-50 Years Old,2,1-3 Years,"$102,278.79",2,Yes,No,"$89,822.48"
15724632,537,Poor,No,0,France,Female,41,40-50 Years Old,0,0-1 Year,$0.00,2,No,Yes,"$175,262.49"
15670416,780,Very Good,No,0,France,Female,43,40-50 Years Old,0,0-1 Year,$0.00,1,No,Yes,"$15,705.27"
15749528,652,Fair,No,0,Spain,Male,58,50-60 Years Old,6,5+ Years,$0.00,2,No,Yes,"$170,025.43"
15578783,620,Fair,No,0,Germany,Male,35,30-40 Years Old,0,0-1 Year,"$76,989.97",1,Yes,Yes,"$17,242.79"
15580719,697,Good,No,0,France,Female,23,20-30 Years Old,10,5+ Years,$0.00,2,Yes,Yes,"$79,734.23"
15656293,786,Very Good,No,0,France,Male,35,30-40 Years Old,3,1-3 Years,$0.00,2,Yes,No,"$92,712.97"
15691875,850,Excellent,No,0,Germany,Female,39,30-40 Years Old,5,3-5 Years,"$114,491.82",1,Yes,No,"$99,689.48"
15596870,749,Very Good,Yes,1,Germany,Male,54,50-60 Years Old,3,1-3 Years,"$144,768.94",1,Yes,No,"$93,336.30"
15780770,445,Poor,No,0,France,Male,31,30-40 Years Old,7,5+ Years,"$145,056.59",1,Yes,Yes,"$175,893.53"
15751491,443,Poor,Yes,1,Germany,Male,50,40-50 Years Old,3,1-3 Years,"$117,206.30",1,Yes,No,"$42,840.18"
15706200,637,Fair,No,0,Germany,Male,41,40-50 Years Old,2,1-3 Years,"$138,014.40",2,Yes,No,"$140,298.24"
15808674,616,Fair,Yes,1,Germany,Female,45,40-50 Years Old,6,5+ Years,"$128,352.59",3,Yes,Yes,"$144,000.59"
15641411,756,Very Good,No,0,France,Female,23,20-30 Years Old,1,0-1 Year,"$112,568.31",1,Yes,Yes,"$113,408.11"
15764661,644,Fair,No,0,France,Male,33,30-40 Years Old,2,1-3 Years,$0.00,1,Yes,No,"$96,420.58"
15689492,850,Excellent,No,0,Germany,Male,41,40-50 Years Old,1,0-1 Year,"$176,958.46",2,No,Yes,"$125,806.30"
15602405,703,Good,No,0,Germany,Female,38,30-40 Years Old,9,5+ Years,"$99,167.54",1,Yes,No,"$65,720.92"
15610271,684,Good,No,0,Spain,Female,42,40-50 Years Old,3,1-3 Years,"$103,210.27",1,Yes,No,"$31,002.03"
15791780,706,Good,Yes,1,Germany,Female,48,40-50 Years Old,10,5+ Years,"$104,478.12",3,No,Yes,"$158,248.71"
15589147,580,Fair,No,0,Spain,Male,61,60+ Years Old,8,5+ Years,"$125,921.37",1,Yes,Yes,"$94,677.83"
15756975,777,Very Good,No,0,Spain,Female,35,30-40 Years Old,3,1-3 Years,$0.00,2,Yes,Yes,"$17,257.72"
15729582,676,Good,No,0,Germany,Male,48,40-50 Years Old,3,1-3 Years,"$80,697.44",1,No,No,"$101,397.86"
15742971,708,Good,No,0,France,Female,44,40-50 Years Old,2,1-3 Years,"$161,887.81",2,Yes,No,"$84,870.23"
15568046,809,Excellent,No,0,France,Male,24,20-30 Years Old,7,5+ Years,"$109,558.36",1,Yes,No,"$183,515.13"
15694890,588,Fair,No,0,France,Male,38,30-40 Years Old,1,0-1 Year,"$124,271.26",1,Yes,No,"$75,969.19"
15736963,623,Fair,No,0,France,Male,43,40-50 Years Old,1,0-1 Year,$0.00,2,Yes,Yes,"$146,379.30"
15646490,537,Poor,No,0,Spain,Male,42,40-50 Years Old,1,0-1 Year,"$190,569.23",1,No,Yes,"$127,154.80"
15607314,536,Poor,Yes,1,Spain,Male,53,50-60 Years Old,2,1-3 Years,"$143,923.96",1,Yes,No,"$2,019.78"
15576745,769,Very Good,No,0,France,Male,48,40-50 Years Old,2,1-3 Years,"$96,542.16",2,No,Yes,"$197,885.72"
15669606,690,Good,No,0,France,Male,33,30-40 Years Old,5,3-5 Years,$0.00,2,Yes,No,"$138,017.68"
15737832,771,Very Good,Yes,1,Spain,Male,45,40-50 Years Old,0,0-1 Year,"$139,825.56",1,No,No,"$170,984.97"
15681990,497,Poor,No,0,Germany,Male,24,20-30 Years Old,6,5+ Years,"$111,769.14",2,Yes,No,"$55,859.27"
15758050,622,Fair,No,0,Spain,Male,37,30-40 Years Old,4,3-5 Years,$0.00,2,Yes,No,"$4,459.50"
15787848,602,Fair,No,0,Spain,Male,30,20-30 Years Old,9,5+ Years,"$113,672.18",2,No,No,"$102,135.92"
15713594,543,Poor,No,0,France,Female,32,30-40 Years Old,7,5+ Years,"$147,256.86",1,Yes,No,"$112,771.95"
15588186,520,Poor,No,0,Spain,Male,45,40-50 Years Old,7,5+ Years,"$107,023.03",1,Yes,No,"$32,903.93"
15786739,669,Fair,No,0,France,Male,37,30-40 Years Old,1,0-1 Year,"$125,529.55",1,Yes,Yes,"$162,260.93"
15699467,631,Fair,No,0,Spain,Female,41,40-50 Years Old,0,0-1 Year,$0.00,1,No,No,"$87,959.83"
15680706,537,Poor,Yes,1,Germany,Male,48,40-50 Years Old,4,3-5 Years,"$131,834.80",1,Yes,No,"$166,476.95"
15645717,732,Good,No,0,France,Male,62,60+ Years Old,2,1-3 Years,$0.00,2,Yes,Yes,"$25,438.87"
15748597,844,Excellent,Yes,1,Spain,Male,56,50-60 Years Old,5,3-5 Years,"$99,529.70",1,No,Yes,"$157,230.06"
15773709,838,Excellent,No,0,Spain,Male,35,30-40 Years Old,0,0-1 Year,$0.00,2,No,Yes,"$197,305.91"
15629787,652,Fair,No,0,France,Male,27,20-30 Years Old,10,5+ Years,"$107,303.72",2,No,No,"$44,435.76"
15661007,660,Fair,No,0,France,Male,33,30-40 Years Old,0,0-1 Year,"$72,783.42",1,No,No,"$181,051.99"
15686812,692,Good,No,0,Spain,Female,44,40-50 Years Old,8,5+ Years,$0.00,1,No,Yes,"$159,069.37"
15754113,588,Fair,No,0,France,Female,35,30-40 Years Old,0,0-1 Year,$0.00,2,Yes,Yes,"$155,485.24"
15749489,533,Poor,No,0,Germany,Female,22,20-30 Years Old,10,5+ Years,"$115,743.60",1,No,No,"$43,852.05"
15574352,850,Excellent,No,0,France,Male,43,40-50 Years Old,4,3-5 Years,"$161,256.53",1,Yes,Yes,"$140,071.57"
15701281,511,Poor,No,0,France,Male,27,20-30 Years Old,8,5+ Years,$0.00,2,Yes,Yes,"$49,089.36"
15811985,530,Poor,No,0,Spain,Male,44,40-50 Years Old,6,5+ Years,$0.00,2,No,No,"$55,893.37"
15713505,554,Poor,No,0,France,Male,31,30-40 Years Old,1,0-1 Year,$0.00,2,No,Yes,"$192,660.55"
15685653,585,Fair,No,0,Germany,Female,40,30-40 Years Old,3,1-3 Years,"$162,261.01",2,Yes,No,"$137,028.51"
15758831,754,Very Good,No,0,France,Male,39,30-40 Years Old,3,1-3 Years,"$74,896.33",1,No,No,"$34,430.16"
15618774,474,Poor,Yes,1,France,Male,54,50-60 Years Old,3,1-3 Years,$0.00,1,Yes,No,"$108,409.17"
15764448,837,Excellent,No,0,Germany,Male,35,30-40 Years Old,0,0-1 Year,"$144,037.60",1,Yes,No,"$145,325.32"
15611024,567,Poor,No,0,France,Female,23,20-30 Years Old,9,5+ Years,"$93,522.20",1,No,Yes,"$81,425.61"
15738220,800,Excellent,No,0,Spain,Male,38,30-40 Years Old,1,0-1 Year,$0.00,2,Yes,No,"$51,553.43"
15805764,646,Fair,No,0,France,Male,18,0-20 Years Old,10,5+ Years,$0.00,2,No,Yes,"$52,795.15"
15580487,627,Fair,No,0,Germany,Male,38,30-40 Years Old,8,5+ Years,"$106,922.92",2,No,Yes,"$84,270.09"
15675787,505,Poor,No,0,France,Male,26,20-30 Years Old,8,5+ Years,"$112,972.57",1,Yes,No,"$145,011.62"
15583580,566,Poor,Yes,1,Germany,Female,35,30-40 Years Old,1,0-1 Year,"$123,042.00",1,Yes,No,"$66,245.44"
15780654,619,Fair,No,0,Germany,Female,33,30-40 Years Old,3,1-3 Years,"$100,488.92",2,No,Yes,"$36,446.74"
15695034,757,Very Good,No,0,France,Female,44,40-50 Years Old,4,3-5 Years,"$123,322.15",1,Yes,No,"$137,136.29"
15805671,648,Fair,No,0,France,Male,32,30-40 Years Old,0,0-1 Year,$0.00,1,No,Yes,"$117,323.31"
15790658,621,Fair,No,0,Spain,Male,42,40-50 Years Old,8,5+ Years,"$68,683.68",1,Yes,Yes,"$74,157.71"
15578648,543,Poor,No,0,Germany,Male,49,40-50 Years Old,6,5+ Years,"$59,532.18",1,Yes,No,"$104,253.56"
15734987,658,Fair,No,0,France,Female,43,40-50 Years Old,7,5+ Years,"$140,260.36",2,Yes,No,"$2,748.72"
15721740,633,Fair,No,0,Germany,Male,50,40-50 Years Old,7,5+ Years,"$88,302.65",1,Yes,Yes,"$195,937.16"
15641822,648,Fair,No,0,France,Female,19,0-20 Years Old,1,0-1 Year,$0.00,2,No,Yes,"$22,101.86"
15765650,501,Poor,No,0,Germany,Male,40,30-40 Years Old,5,3-5 Years,"$114,655.58",1,No,No,"$126,535.92"
15788556,683,Good,Yes,1,France,Female,42,40-50 Years Old,4,3-5 Years,"$148,283.94",1,Yes,Yes,"$44,692.63"
15576550,619,Fair,Yes,1,Spain,Female,38,30-40 Years Old,1,0-1 Year,$0.00,1,Yes,No,"$112,442.63"
15622230,705,Good,No,0,France,Female,35,30-40 Years Old,3,1-3 Years,$0.00,2,No,Yes,"$66,331.01"
15653937,638,Fair,Yes,1,Germany,Female,53,50-60 Years Old,1,0-1 Year,"$123,916.67",1,Yes,No,"$16,657.68"
15743538,710,Good,No,0,France,Female,31,30-40 Years Old,1,0-1 Year,$0.00,2,Yes,No,"$20,081.30"
15591740,590,Fair,Yes,1,France,Female,54,50-60 Years Old,4,3-5 Years,$0.00,2,Yes,Yes,"$93,820.49"
15650086,725,Good,No,0,France,Male,43,40-50 Years Old,2,1-3 Years,"$165,896.00",2,Yes,No,"$130,795.52"
15718773,638,Fair,No,0,France,Female,32,30-40 Years Old,0,0-1 Year,$0.00,2,Yes,No,"$160,129.99"
15615140,791,Very Good,No,0,France,Male,36,30-40 Years Old,6,5+ Years,"$111,168.97",1,Yes,Yes,"$189,969.91"
15644361,702,Good,Yes,1,France,Female,40,30-40 Years Old,1,0-1 Year,"$103,549.24",1,No,No,"$9,712.52"
15774536,607,Fair,No,0,France,Female,32,30-40 Years Old,6,5+ Years,$0.00,2,No,No,"$196,062.01"
15618661,535,Poor,No,0,France,Male,30,20-30 Years Old,6,5+ Years,"$103,804.97",1,Yes,Yes,"$125,710.53"
15605020,651,Fair,Yes,1,France,Male,45,40-50 Years Old,2,1-3 Years,"$165,901.59",2,Yes,No,"$23,054.51"
15762134,506,Poor,No,0,Germany,Male,59,50-60 Years Old,8,5+ Years,"$119,152.10",2,Yes,Yes,"$170,679.74"
15685279,511,Poor,No,0,Spain,Female,57,50-60 Years Old,8,5+ Years,"$122,950.31",1,Yes,Yes,"$181,258.76"
15582849,757,Very Good,Yes,1,France,Female,51,50-60 Years Old,1,0-1 Year,$0.00,1,Yes,Yes,"$22,835.13"
